,SOQL Query
1336,"SELECT MiddleName,MobilePhone FROM Lead ORDER BY LastName DESC NULLS LAST"
1337,"SELECT Status,Company FROM Lead ORDER BY AnnualRevenue"
1338,"SELECT Email,NumberOfEmployees FROM Lead ORDER BY LeadSource DESC"
1339,"SELECT Email,Division FROM User GROUP BY JobFamily__c"
1340,"SELECT AccountId,LastName FROM Contact ORDER BY LeadSource"
1341,"SELECT OwnerId,Amount FROM Opportunity ORDER BY Name DESC NULLS LAST"
1342,"SELECT JobFamily__c,Division FROM User GROUP BY Country"
1343,"SELECT Body,Id FROM Document ORDER BY Name NULLS LAST"
1344,"SELECT Author.Name,Description FROM Document"
1345,"SELECT Email,Region__c FROM User GROUP BY City"
1346,SELECT Type FROM Order
1347,SELECT Status FROM Lead GROUP BY Status
1348,"SELECT LastName,Email FROM Lead GROUP BY Rating"
1349,"SELECT AssetLevel,Name FROM Asset ORDER BY SerialNumber DESC NULLS LAST"
1350,"SELECT AccountId,ContactId FROM Asset ORDER BY Price DESC"
1351,SELECT Country FROM User GROUP BY City
1352,"SELECT Price,SerialNumber FROM Asset GROUP BY Status"
1353,"SELECT OrderedDate,Name FROM Order"
1354,"SELECT BillingCountry,AccountId FROM Order ORDER BY TotalAmount NULLS LAST LIMIT 1"
1355,"SELECT OrderedDate,Id FROM Order ORDER BY OrderedDate"
1356,"SELECT Status,City FROM Lead ORDER BY LeadSource"
1357,"SELECT MiddleName,MobilePhone FROM Lead ORDER BY LastName"
1358,"SELECT Status,SerialNumber FROM Asset ORDER BY Name NULLS LAST"
1359,"SELECT IsPersonAccount,Id FROM Contact ORDER BY Name DESC"
1360,"SELECT Industry,Id FROM Account ORDER BY AnnualRevenue DESC"
1361,"SELECT Origin,IsEscalated,Origin FROM Case"
1362,"SELECT MiddleName,AccountId FROM Contact ORDER BY FirstName DESC"
1363,"SELECT GrandTotalAmount,BillingState FROM Order"
1364,"SELECT BillingStreet,Website FROM Account ORDER BY NumberOfEmployees NULLS LAST LIMIT 1"
1365,"SELECT Status,AccountId FROM Asset"
1366,"SELECT State,MobilePhone FROM Lead ORDER BY LeadSource NULLS LAST"
1367,SELECT Description FROM Account GROUP BY BillingCountry
1368,"SELECT LastName,Name FROM Contact ORDER BY Name DESC"
1369,"SELECT OwnerId,IsClosed FROM Case GROUP BY Status"
1370,"SELECT Type,FiscalYear FROM Opportunity ORDER BY Probability NULLS LAST"
1371,"SELECT State,MiddleName,State FROM Lead"
1372,"SELECT Name,FirstName FROM User ORDER BY LastName DESC NULLS LAST"
1373,"SELECT Name,Website FROM Account ORDER BY Name DESC"
1374,"SELECT City,MiddleName FROM User ORDER BY Department NULLS LAST"
1375,"SELECT EndDate,Name FROM Order ORDER BY TotalAmount"
1376,"SELECT Body,Type FROM Document ORDER BY Name DESC"
1377,"SELECT IsClosed,OwnerId FROM Opportunity"
1378,"SELECT Keywords,ContentType FROM Document ORDER BY Name DESC"
1379,"SELECT ShippingCity,Type FROM Order GROUP BY Type"
1380,"SELECT Department,IsActive FROM User ORDER BY Name DESC NULLS LAST"
1381,"SELECT State,Rating FROM Lead ORDER BY NumberOfEmployees NULLS LAST LIMIT 1"
1382,"SELECT OwnerId,ContactId FROM Opportunity ORDER BY Probability DESC NULLS LAST"
1383,"SELECT Probability,OwnerId FROM Opportunity ORDER BY Amount NULLS LAST"
1384,"SELECT NumberOfEmployees,Description FROM Account ORDER BY Name NULLS LAST"
1385,"SELECT MiddleName,State FROM Lead ORDER BY AnnualRevenue DESC NULLS LAST LIMIT 1"
1386,"SELECT AccountId,Description FROM Contact ORDER BY LeadSource NULLS LAST"
1387,"SELECT BillingCountry,AnnualRevenue FROM Account GROUP BY Type"
1388,SELECT AboutMe FROM User GROUP BY Division
1389,"SELECT FirstName,Rating FROM Lead ORDER BY NumberOfEmployees DESC"
1390,"SELECT AccountId,ShippingCountry FROM Order ORDER BY TotalAmount DESC NULLS LAST LIMIT 1"
1391,"SELECT Type,NumberOfEmployees FROM Account ORDER BY AnnualRevenue DESC NULLS LAST"
1392,"SELECT ContactId,SerialNumber FROM Asset ORDER BY Quantity DESC NULLS LAST"
1393,"SELECT Reason,OwnerId FROM Case ORDER BY ClosedDate DESC"
1394,"SELECT Description,AccountId FROM Asset GROUP BY AssetLevel"
1395,"SELECT ContactId,SerialNumber FROM Asset ORDER BY Price NULLS LAST LIMIT 1"
1396,"SELECT AccountId,Name FROM Contact ORDER BY Name DESC"
1397,"SELECT Email,Description FROM Contact ORDER BY FirstName NULLS LAST"
1398,"SELECT Description,FirstName FROM Contact ORDER BY FirstName"
1399,"SELECT IsClosed,OwnerId FROM Opportunity ORDER BY Probability NULLS LAST"
1400,"SELECT IsClosed,Description FROM Opportunity ORDER BY Name NULLS LAST"
1401,"SELECT Company,Id FROM Lead ORDER BY Name"
1402,"SELECT ContactId,Quantity FROM Asset ORDER BY Quantity DESC"
1403,"SELECT ContactId,HasOpenActivity FROM Opportunity ORDER BY Name NULLS LAST"
1404,"SELECT LeadSource,ContactId FROM Opportunity ORDER BY Name NULLS LAST"
1405,"SELECT FirstName,LeadSource FROM Contact GROUP BY Department"
1406,"SELECT Type,LeadSource FROM Opportunity ORDER BY LeadSource DESC"
1407,"SELECT State,MobilePhone FROM Lead ORDER BY FirstName"
1408,SELECT JobProfile__c FROM User GROUP BY Country
1409,"SELECT AccountId,ShippingCity FROM Order"
1410,"SELECT MiddleName,Description FROM Contact GROUP BY Department"
1411,"SELECT LeadSource,StageName FROM Opportunity ORDER BY Probability DESC NULLS LAST LIMIT 1"
1412,"SELECT Id,Name FROM Lead ORDER BY Rating DESC NULLS LAST"
1413,"SELECT LeadSource,StageName FROM Opportunity ORDER BY Probability DESC"
1414,"SELECT ShippingCity,EndDate FROM Order ORDER BY TotalAmount NULLS LAST"
1415,"SELECT Description,BillingPhoneNumber FROM Order ORDER BY Name DESC NULLS LAST"
1416,SELECT Region__c FROM User GROUP BY Division
1417,"SELECT Name,FirstName FROM User GROUP BY State"
1418,"SELECT Name,LastName FROM Contact ORDER BY Name DESC NULLS LAST"
1419,"SELECT FirstName,Company FROM Lead ORDER BY AnnualRevenue NULLS LAST"
1420,"SELECT IsPersonAccount,Ownership FROM Account ORDER BY Name DESC"
1421,"SELECT Description,Status FROM Asset ORDER BY SerialNumber"
1422,"SELECT BillingCountry,Name FROM Order ORDER BY GrandTotalAmount"
1423,"SELECT MobilePhone,Email FROM Lead ORDER BY LeadSource DESC"
1424,"SELECT Description,Price FROM Asset ORDER BY Price"
1425,"SELECT Description,AssetLevel FROM Asset ORDER BY Quantity"
1426,"SELECT Id,Quantity FROM Asset ORDER BY Quantity NULLS LAST"
1427,"SELECT Author.Name,Name,Author.Name FROM Document"
1428,"SELECT Type,LeadSource FROM Opportunity"
1429,"SELECT Description,AssetLevel FROM Asset ORDER BY Name DESC NULLS LAST"
1430,"SELECT Status,AccountId,Status FROM Asset"
1431,SELECT org62_Chatter_Link__c FROM User GROUP BY JobFamily__c
1432,"SELECT Name,ShippingCity FROM Order ORDER BY OrderedDate NULLS LAST"
1433,"SELECT BillingState,Industry,BillingState FROM Account"
1434,"SELECT Price,AssetLevel FROM Asset ORDER BY Name"
1435,"SELECT State,MiddleName FROM User ORDER BY LastName DESC"
1436,"SELECT AccountId,EmployeeNumber FROM User ORDER BY Department DESC"
1437,"SELECT BillingCountry,NumberOfEmployees FROM Account GROUP BY BillingCountry"
1438,"SELECT State,Rating FROM Lead ORDER BY Name NULLS LAST"
1439,SELECT NumberOfEmployees FROM Lead GROUP BY State
1440,"SELECT AccountId,Description FROM Asset GROUP BY Status"
1441,"SELECT IsPublic,Type FROM Document ORDER BY Name NULLS LAST"
1442,"SELECT IsConverted,NumberOfEmployees FROM Lead ORDER BY Name"
1443,"SELECT Name,MiddleName FROM Lead ORDER BY Name DESC NULLS LAST"
1444,"SELECT GrandTotalAmount,Status FROM Order ORDER BY OrderedDate DESC"
1445,"SELECT Description,ContactId FROM Asset ORDER BY Quantity DESC NULLS LAST LIMIT 1"
1446,SELECT ContactId FROM Case GROUP BY Type
1447,"SELECT Url,Description,Url FROM Document"
1448,"SELECT GrandTotalAmount,Status FROM Order GROUP BY BillingCity"
1449,"SELECT Company,Id FROM Lead ORDER BY Name DESC"
1450,"SELECT Id,Name FROM User ORDER BY FirstName DESC"
1451,"SELECT Username,EmployeeNumber FROM User ORDER BY Name DESC"
1452,"SELECT Ownership,AccountNumber FROM Account ORDER BY AnnualRevenue DESC"
1453,"SELECT Name,LeadSource FROM Contact ORDER BY Name NULLS LAST"
1454,"SELECT Id,AccountId,Id FROM Opportunity"
1455,"SELECT Description,ContactId FROM Asset ORDER BY Name NULLS LAST"
1456,"SELECT BillingPhoneNumber,Id FROM Order ORDER BY GrandTotalAmount DESC NULLS LAST LIMIT 1"
1457,"SELECT Body,Keywords FROM Document"
1458,"SELECT JobFamily__c,Department,JobFamily__c FROM User"
1459,SELECT count(id) FROM Contact GROUP BY Department
1460,"SELECT EmployeeNumber,FirstName FROM User GROUP BY Business_Unit__c"
1461,"SELECT OrderedDate,Id FROM Order ORDER BY GrandTotalAmount DESC NULLS LAST"
1462,"SELECT Type,Website FROM Account ORDER BY Name"
1463,"SELECT org62_Chatter_Link__c,Division FROM User GROUP BY Business_Unit__c"
1464,"SELECT Phone,Ownership FROM Account ORDER BY NumberOfEmployees NULLS LAST LIMIT 1"
1465,"SELECT LeadSource,AccountId FROM Contact ORDER BY FirstName DESC"
1466,"SELECT NumberOfEmployees,Ownership FROM Account ORDER BY AnnualRevenue"
1467,"SELECT Name,Website FROM Account ORDER BY Name"
1468,"SELECT Phone,Ownership FROM Account ORDER BY Name DESC NULLS LAST"
1469,"SELECT AccountId,Status FROM Asset ORDER BY Price NULLS LAST LIMIT 1"
1470,"SELECT AnnualRevenue,Description FROM Lead ORDER BY Name NULLS LAST"
1471,SELECT AboutMe FROM User GROUP BY Department
1472,SELECT Id FROM Case GROUP BY Type
1473,"SELECT Id,Company FROM Lead GROUP BY State"
1474,"SELECT AccountId,Description FROM Asset ORDER BY Name"
1475,"SELECT Email,Description FROM Contact ORDER BY LastName DESC"
1476,"SELECT Department,UserType FROM User GROUP BY JobFamily__c"
1477,SELECT BillingCity FROM Account GROUP BY BillingState
1478,"SELECT Company,MobilePhone FROM Lead GROUP BY Rating"
1479,SELECT Comments FROM Case GROUP BY Type
1480,"SELECT ShippingCountry,AccountId FROM Order ORDER BY Name NULLS LAST"
1481,"SELECT MiddleName,LastName FROM Lead GROUP BY Status"
1482,"SELECT Price,AssetLevel FROM Asset ORDER BY Quantity DESC NULLS LAST"
1483,"SELECT Type,Id FROM Opportunity ORDER BY Amount DESC NULLS LAST LIMIT 1"
1484,"SELECT Probability,StageName FROM Opportunity ORDER BY Name NULLS LAST"
1485,"SELECT Price,Name,Price FROM Asset"
1486,"SELECT SerialNumber,AssetLevel FROM Asset ORDER BY Name"
1487,"SELECT Company,LastName FROM Lead ORDER BY AnnualRevenue NULLS LAST"
1488,"SELECT Id,FirstName FROM Contact ORDER BY LastName DESC NULLS LAST"
1489,"SELECT Description,Price FROM Asset ORDER BY Quantity"
1490,"SELECT Type,LeadSource FROM Opportunity ORDER BY Probability DESC"
1491,"SELECT Keywords,Name,Keywords FROM Document"
1492,"SELECT Department,IsPersonAccount FROM Contact ORDER BY LeadSource NULLS LAST"
1493,"SELECT Id,Rating FROM Lead ORDER BY NumberOfEmployees NULLS LAST"
1494,"SELECT Url,Author.Name FROM Document ORDER BY Name DESC"
1495,"SELECT LeadSource,AccountId FROM Contact ORDER BY LastName DESC NULLS LAST"
1496,"SELECT Id,DeveloperName FROM Document ORDER BY Name DESC NULLS LAST"
1497,"SELECT LastName,Rating FROM Lead ORDER BY LeadSource NULLS LAST"
1498,"SELECT MiddleName,Description FROM Contact ORDER BY FirstName NULLS LAST"
1499,"SELECT LastName,Status FROM Lead ORDER BY NumberOfEmployees DESC NULLS LAST"
1500,"SELECT Business_Unit__c,Region__c FROM User GROUP BY Country"
1501,"SELECT Id,Name FROM Asset"
1502,"SELECT Type,ContactPhone FROM Case"
1503,"SELECT Country,MiddleName FROM Lead ORDER BY FirstName NULLS LAST"
1504,"SELECT ContactEmail,Origin FROM Case ORDER BY ClosedDate DESC"
1505,"SELECT State,UserType FROM User ORDER BY FirstName DESC NULLS LAST"
1506,"SELECT ContactId,Id FROM Case ORDER BY ClosedDate DESC NULLS LAST"
1507,"SELECT Description,Price FROM Asset ORDER BY SerialNumber DESC NULLS LAST"
1508,"SELECT IsConverted,Id FROM Lead ORDER BY Rating NULLS LAST"
1509,"SELECT OrderedDate,Name FROM Order ORDER BY GrandTotalAmount NULLS LAST"
1510,"SELECT Amount,Type FROM Opportunity ORDER BY Amount DESC"
1511,"SELECT Amount,LeadSource FROM Opportunity ORDER BY Name"
1512,"SELECT Description,Type FROM Case ORDER BY ClosedDate NULLS LAST"
1513,"SELECT BillingCountry,Name FROM Order ORDER BY Name DESC"
1514,SELECT ShippingCity FROM Order
1515,"SELECT Name,SerialNumber FROM Asset ORDER BY Name DESC NULLS LAST"
1516,"SELECT ClosedDate,ContactId FROM Case GROUP BY Type"
1517,"SELECT Id,FirstName FROM Contact ORDER BY LastName NULLS LAST"
1518,"SELECT CompanyName,Region__c FROM User ORDER BY Name NULLS LAST"
1519,"SELECT Origin,Type FROM Case GROUP BY Status"
1520,"SELECT Department,Id FROM Contact GROUP BY Department"
1521,"SELECT MiddleName,MobilePhone FROM Lead ORDER BY Rating NULLS LAST LIMIT 1"
1522,"SELECT Ownership,BillingCity FROM Account ORDER BY Name DESC NULLS LAST"
1523,"SELECT Email,Business_Unit__c FROM User GROUP BY City"
1524,"SELECT LastName,Department FROM Contact ORDER BY LeadSource NULLS LAST"
1525,"SELECT Description,BillingPhoneNumber FROM Order ORDER BY OrderedDate DESC NULLS LAST"
1526,"SELECT Company,MobilePhone FROM Lead ORDER BY Name DESC NULLS LAST"
1527,SELECT MobilePhone FROM Lead GROUP BY State
1528,"SELECT Id,Country FROM User GROUP BY JobProfile__c"
1529,"SELECT OwnerId,ContactId FROM Opportunity ORDER BY LeadSource DESC"
1530,"SELECT Name,LeadSource FROM Contact ORDER BY LastName"
1531,"SELECT Industry,AccountNumber FROM Account ORDER BY AnnualRevenue NULLS LAST"
1532,"SELECT Status,Description FROM Asset GROUP BY AssetLevel"
1533,"SELECT Country,Id,Country FROM User"
1534,"SELECT EmployeeNumber,FirstName FROM User ORDER BY Department"
1535,"SELECT Probability,FiscalYear FROM Opportunity ORDER BY Probability DESC NULLS LAST"
1536,"SELECT LastName,Name FROM Contact ORDER BY LeadSource DESC"
1537,"SELECT AccountId,AboutMe FROM User GROUP BY JobFamily__c"
1538,"SELECT BillingPostalCode,BillingState FROM Account ORDER BY NumberOfEmployees DESC NULLS LAST LIMIT 1"
1539,"SELECT LastName,Rating FROM Lead ORDER BY FirstName DESC"
1540,"SELECT Id,AccountId FROM Order ORDER BY GrandTotalAmount"
1541,"SELECT StageName,IsClosed FROM Opportunity ORDER BY Name NULLS LAST"
1542,"SELECT LeadSource,Id FROM Lead ORDER BY LeadSource NULLS LAST"
1543,"SELECT JobProfile__c,CompanyName FROM User ORDER BY Department DESC NULLS LAST"
1544,"SELECT FiscalQuarter,Description FROM Opportunity ORDER BY Probability NULLS LAST LIMIT 1"
1545,"SELECT NumberOfEmployees,Description FROM Account GROUP BY Type"
1546,"SELECT Id,Quantity FROM Asset ORDER BY Name"
1547,"SELECT Description,Status FROM Case ORDER BY ClosedDate DESC NULLS LAST"
1548,"SELECT Name,BillingCity FROM Order ORDER BY OrderedDate NULLS LAST"
1549,"SELECT AccountId,TotalAmount FROM Order ORDER BY OrderedDate"
1550,SELECT IsActive FROM User GROUP BY State
1551,"SELECT IsPersonAccount,LeadSource FROM Contact ORDER BY Department DESC NULLS LAST"
1552,"SELECT Email,UserType FROM User ORDER BY FirstName DESC NULLS LAST"
1553,"SELECT Probability,AccountId FROM Opportunity ORDER BY Amount NULLS LAST LIMIT 1"
1554,"SELECT ContactId,Quantity FROM Asset ORDER BY SerialNumber"
1555,"SELECT AccountId,Id FROM Asset ORDER BY Price DESC"
1556,"SELECT BillingStreet,BillingCountry FROM Account GROUP BY BillingCountry"
1557,"SELECT IsConverted,Status,IsConverted FROM Lead"
1558,"SELECT OrderedDate,Name FROM Order ORDER BY Name DESC NULLS LAST"
1559,"SELECT Ownership,BillingCity FROM Account ORDER BY NumberOfEmployees NULLS LAST"
1560,"SELECT BillingCity,AnnualRevenue FROM Account ORDER BY Name DESC NULLS LAST"
1561,"SELECT TotalAmount,Status FROM Order ORDER BY TotalAmount"
1562,"SELECT BillingState,ShippingCountry,BillingState FROM Order"
1563,"SELECT NumberOfEmployees,BillingCountry FROM Account GROUP BY BillingCountry"
1564,"SELECT Status,ContactId FROM Case ORDER BY ClosedDate DESC"
1565,"SELECT Company,State FROM Lead ORDER BY FirstName NULLS LAST"
1566,"SELECT Email,Rating FROM Lead ORDER BY LeadSource"
1567,"SELECT Email,NumberOfEmployees FROM Lead ORDER BY AnnualRevenue DESC NULLS LAST LIMIT 1"
1568,"SELECT BillingStreet,Description,BillingStreet FROM Account"
1569,"SELECT Id,Probability FROM Opportunity ORDER BY Amount"
1570,"SELECT AccountId,TotalAmount FROM Order ORDER BY TotalAmount DESC"
1571,"SELECT Industry,AnnualRevenue FROM Account GROUP BY BillingCountry"
1572,"SELECT Email,Phone FROM Contact ORDER BY FirstName NULLS LAST"
1573,"SELECT Probability,StageName FROM Opportunity ORDER BY Probability DESC"
1574,"SELECT AccountId,TotalAmount FROM Order ORDER BY TotalAmount NULLS LAST LIMIT 1"
1575,"SELECT Name,MiddleName FROM Lead GROUP BY Rating"
1576,"SELECT NextStep,OwnerId FROM Opportunity GROUP BY Type"
1577,"SELECT Rating,FirstName FROM Lead GROUP BY Country"
1578,"SELECT Rating,Country FROM Lead ORDER BY Rating NULLS LAST LIMIT 1"
1579,"SELECT Type,Body FROM Document ORDER BY Name NULLS LAST"
1580,"SELECT Type,LeadSource FROM Opportunity ORDER BY LeadSource"
1581,"SELECT Id,ManagerId FROM User ORDER BY Department NULLS LAST"
1582,"SELECT Email,Rating FROM Lead ORDER BY LastName NULLS LAST"
1583,"SELECT Email,LastName FROM Contact ORDER BY LeadSource DESC"
1584,"SELECT Type,ContactId FROM Case GROUP BY Status"
1585,"SELECT Ownership,Id FROM Account ORDER BY AnnualRevenue NULLS LAST"
1586,"SELECT Type,Website FROM Account ORDER BY NumberOfEmployees DESC"
1587,SELECT count(id) FROM Document
1588,"SELECT AccountId,OrderedDate FROM Order ORDER BY GrandTotalAmount NULLS LAST"
1589,"SELECT Division,MiddleName FROM User GROUP BY Country"
1590,"SELECT FirstName,Company FROM Lead ORDER BY FirstName"
1591,"SELECT AccountId,AboutMe FROM User GROUP BY Country"
1592,"SELECT BillingPostalCode,BillingState FROM Account ORDER BY Name"
1593,SELECT Title FROM User GROUP BY Business_Unit__c
1594,"SELECT Description,AccountId FROM Asset ORDER BY Quantity DESC"
1595,"SELECT AnnualRevenue,Phone FROM Account ORDER BY Name DESC"
1596,SELECT BillingPhoneNumber FROM Order
1597,"SELECT LastName,Department FROM Contact ORDER BY Department DESC"
1598,"SELECT Quantity,AccountId FROM Asset ORDER BY Price"
1599,"SELECT MiddleName,LastName FROM Lead ORDER BY AnnualRevenue NULLS LAST"
1600,"SELECT JobProfile__c,CompanyName FROM User ORDER BY LastName DESC NULLS LAST"
1601,"SELECT Phone,Ownership FROM Account ORDER BY AnnualRevenue DESC"
1602,SELECT Status FROM Lead
1603,"SELECT FirstName,Country FROM Lead ORDER BY Name DESC NULLS LAST"
1604,"SELECT Type,ContactId FROM Case"
1605,"SELECT Description,DeveloperName FROM Document"
1606,"SELECT LastName,MiddleName FROM Lead GROUP BY State"
1607,"SELECT Phone,Ownership FROM Account ORDER BY AnnualRevenue DESC NULLS LAST"
1608,SELECT LastName FROM Lead GROUP BY Rating
1609,"SELECT Department,LeadSource FROM Contact ORDER BY LeadSource"
1610,"SELECT NumberOfEmployees,BillingCountry FROM Account ORDER BY NumberOfEmployees DESC"
1611,"SELECT AccountNumber,BillingCity FROM Account ORDER BY AnnualRevenue NULLS LAST LIMIT 1"
1612,"SELECT Id,Description FROM Contact"
1613,"SELECT FirstName,EmployeeNumber FROM User ORDER BY Name DESC"
1614,"SELECT Type,OwnerId FROM Order GROUP BY BillingCountry"
1615,"SELECT AnnualRevenue,Company FROM Lead ORDER BY Rating NULLS LAST LIMIT 1"
1616,SELECT Name FROM User GROUP BY State
1617,"SELECT LastName,LeadSource FROM Contact ORDER BY LastName"
1618,"SELECT AccountId,ContactId FROM Asset ORDER BY Price NULLS LAST"
1619,SELECT Status FROM Lead GROUP BY Rating
1620,"SELECT LeadSource,Email FROM Contact ORDER BY FirstName"
1621,"SELECT Email,LastName FROM Contact ORDER BY LastName"
1622,"SELECT AnnualRevenue,Phone FROM Account ORDER BY NumberOfEmployees DESC"
1623,"SELECT City,MiddleName FROM User ORDER BY Name"
1624,"SELECT ContactId,SerialNumber FROM Asset ORDER BY SerialNumber NULLS LAST"
1625,"SELECT Description,Body FROM Document GROUP BY Type"
1626,"SELECT Rating,State FROM Lead ORDER BY NumberOfEmployees NULLS LAST LIMIT 1"
1627,SELECT AboutMe FROM User GROUP BY City
1628,"SELECT Country,EmployeeNumber FROM User ORDER BY FirstName DESC NULLS LAST"
1629,SELECT CompanyName FROM User GROUP BY Country
