,SOQL Query
1841,"SELECT Title,JobProfile__c FROM User GROUP BY Country"
1842,"SELECT Email,Name,Email FROM Lead"
1843,SELECT Division FROM User GROUP BY Division
1844,SELECT BillingCity FROM Account GROUP BY Type
1845,"SELECT AccountId,AccountId FROM User GROUP BY JobProfile__c"
1846,"SELECT MiddleName,Email FROM Lead ORDER BY LeadSource NULLS LAST"
1847,"SELECT Id,LeadSource FROM Contact ORDER BY LastName DESC"
1848,"SELECT Id,Rating FROM Lead ORDER BY NumberOfEmployees NULLS LAST LIMIT 1"
1849,"SELECT IsPersonAccount,Department FROM Contact ORDER BY LastName"
1850,"SELECT NextStep,LeadSource FROM Opportunity ORDER BY Name NULLS LAST"
1851,"SELECT Company,State FROM Lead ORDER BY NumberOfEmployees NULLS LAST LIMIT 1"
1852,"SELECT FirstName,IsPersonAccount FROM Contact ORDER BY Department"
1853,"SELECT AccountId,ShippingCity FROM Order ORDER BY TotalAmount DESC"
1854,"SELECT FirstName,Name FROM Contact ORDER BY Name DESC"
1855,"SELECT Department,Email FROM Contact ORDER BY Department"
1856,"SELECT BillingCountry,Industry FROM Account ORDER BY AnnualRevenue NULLS LAST LIMIT 1"
1857,"SELECT Rating,Status FROM Lead ORDER BY LeadSource NULLS LAST"
1858,"SELECT Id,Id FROM Opportunity ORDER BY Name DESC"
1859,SELECT Region__c FROM User GROUP BY State
1860,"SELECT Comments,ContactId FROM Case ORDER BY ClosedDate NULLS LAST"
1861,"SELECT GrandTotalAmount,BillingState FROM Order ORDER BY TotalAmount NULLS LAST"
1862,"SELECT Name,Name FROM Contact ORDER BY LeadSource NULLS LAST"
1863,"SELECT JobFamily__c,Region__c FROM User ORDER BY FirstName DESC NULLS LAST"
1864,"SELECT Company,MobilePhone FROM Lead ORDER BY LastName DESC"
1865,"SELECT JobFamily__c,Region__c FROM User ORDER BY LastName"
1866,"SELECT Rating,State FROM Lead ORDER BY LastName DESC NULLS LAST"
1867,"SELECT Industry,Name FROM Account ORDER BY NumberOfEmployees DESC"
1868,SELECT EmployeeNumber FROM User GROUP BY Department
1869,"SELECT Industry,Name FROM Account ORDER BY Name"
1870,"SELECT Description,MobilePhone FROM Lead ORDER BY Rating DESC NULLS LAST"
1871,"SELECT AccountId,TotalAmount FROM Order GROUP BY BillingCity"
1872,"SELECT Description,ContactId FROM Asset ORDER BY SerialNumber"
1873,"SELECT Name,Price FROM Asset ORDER BY Quantity"
1874,"SELECT Description,LeadSource FROM Opportunity ORDER BY Amount DESC NULLS LAST LIMIT 1"
1875,"SELECT BillingCountry,BillingCity FROM Order ORDER BY Name"
1876,"SELECT AccountId,Status FROM Asset ORDER BY Name DESC"
1877,"SELECT IsPersonAccount,BillingCity FROM Account GROUP BY BillingCountry"
1878,"SELECT Title,JobProfile__c FROM User ORDER BY LastName DESC"
1879,"SELECT Rating,State FROM Lead ORDER BY Rating"
1880,"SELECT Email,MiddleName FROM Lead ORDER BY AnnualRevenue DESC NULLS LAST"
1881,"SELECT BillingCity,Description FROM Account GROUP BY Type"
1882,"SELECT Department,LeadSource FROM Contact ORDER BY Name DESC NULLS LAST"
1883,"SELECT LeadSource,Email FROM Contact ORDER BY LastName DESC NULLS LAST"
1884,"SELECT Name,ContactId FROM Asset ORDER BY SerialNumber NULLS LAST"
1885,"SELECT Name,ContactId FROM Opportunity ORDER BY Name NULLS LAST"
1886,"SELECT ClosedDate,ContactPhone FROM Case ORDER BY ClosedDate DESC NULLS LAST"
1887,SELECT Company FROM Lead GROUP BY IsConverted
1888,"SELECT IsPersonAccount,Ownership FROM Account ORDER BY NumberOfEmployees"
1889,"SELECT Name,AccountId FROM Opportunity GROUP BY Type"
1890,"SELECT OwnerId,ContactId FROM Opportunity ORDER BY Amount DESC NULLS LAST"
1891,"SELECT Description,Description FROM Order ORDER BY TotalAmount NULLS LAST LIMIT 1"
1892,"SELECT Description,OwnerId FROM Order ORDER BY Name DESC NULLS LAST"
1893,"SELECT Id,IsPersonAccount FROM Account ORDER BY NumberOfEmployees DESC NULLS LAST LIMIT 1"
1894,"SELECT Status,BillingCountry FROM Order GROUP BY BillingCountry"
1895,"SELECT ContentType,Url FROM Document"
1896,"SELECT LastName,Email FROM Lead ORDER BY AnnualRevenue NULLS LAST"
1897,"SELECT Description,MiddleName FROM Contact ORDER BY Department DESC"
1898,"SELECT OwnerId,ShippingCountry FROM Order GROUP BY BillingCountry"
1899,"SELECT Id,ContactId FROM Opportunity ORDER BY Probability NULLS LAST LIMIT 1"
1900,"SELECT GrandTotalAmount,BillingState FROM Order ORDER BY GrandTotalAmount NULLS LAST"
1901,"SELECT Website,Phone FROM Account GROUP BY BillingState"
1902,"SELECT Status,Status,Status FROM Lead"
1903,"SELECT NumberOfEmployees,Phone FROM Lead ORDER BY Name"
1904,"SELECT FiscalYear,ContactId FROM Opportunity ORDER BY Probability"
1905,"SELECT ContactId,SerialNumber FROM Asset ORDER BY SerialNumber"
1906,"SELECT Description,Id FROM Contact ORDER BY FirstName NULLS LAST"
1907,"SELECT OwnerId,GrandTotalAmount FROM Order ORDER BY Name DESC NULLS LAST"
1908,"SELECT LastName,CompanyName FROM User ORDER BY Name DESC NULLS LAST"
1909,"SELECT OwnerId,ShippingCountry FROM Order ORDER BY TotalAmount NULLS LAST LIMIT 1"
1910,"SELECT AccountId,LastName FROM Contact ORDER BY LastName"
1911,"SELECT Id,AccountId FROM Opportunity ORDER BY LeadSource"
1912,"SELECT Id,ContactId FROM Opportunity ORDER BY Amount DESC"
1913,"SELECT Url,AuthorId FROM Document ORDER BY Name DESC NULLS LAST"
1914,"SELECT OwnerId,GrandTotalAmount FROM Order ORDER BY OrderedDate"
1915,"SELECT Status,BillingPhoneNumber FROM Order ORDER BY GrandTotalAmount NULLS LAST LIMIT 1"
1916,"SELECT IsClosed,ContactId FROM Opportunity ORDER BY Amount DESC"
1917,"SELECT Country,MiddleName FROM Lead ORDER BY NumberOfEmployees DESC NULLS LAST"
1918,"SELECT Division,Email FROM User ORDER BY Name DESC"
1919,"SELECT ContactId,Price FROM Asset"
1920,"SELECT BillingCountry,IsPersonAccount FROM Account ORDER BY AnnualRevenue DESC NULLS LAST"
1921,"SELECT OwnerId,BillingCity FROM Order ORDER BY TotalAmount NULLS LAST LIMIT 1"
1922,"SELECT Phone,Description FROM Lead GROUP BY IsConverted"
1923,"SELECT FirstName,Name FROM Contact ORDER BY Department NULLS LAST"
1924,"SELECT Name,ContactId FROM Opportunity ORDER BY Probability"
1925,"SELECT LastName,Rating FROM Lead ORDER BY Name NULLS LAST"
1926,"SELECT Description,Type FROM Account ORDER BY AnnualRevenue DESC"
1927,"SELECT Author.Name,Description,Author.Name FROM Document"
1928,"SELECT HasOpenActivity,IsClosed FROM Opportunity ORDER BY Amount NULLS LAST LIMIT 1"
1929,"SELECT MiddleName,Phone FROM Lead ORDER BY AnnualRevenue DESC NULLS LAST"
1930,"SELECT Description,FirstName FROM Contact ORDER BY FirstName"
1931,"SELECT Type,NumberOfEmployees FROM Account ORDER BY NumberOfEmployees DESC"
1932,"SELECT Id,Company FROM Lead ORDER BY AnnualRevenue DESC NULLS LAST LIMIT 1"
1933,"SELECT MiddleName,Description FROM Lead ORDER BY AnnualRevenue NULLS LAST"
1934,"SELECT State,MiddleName FROM Lead ORDER BY AnnualRevenue NULLS LAST"
1935,"SELECT Phone,Description FROM Lead ORDER BY FirstName"
1936,SELECT City FROM User GROUP BY Department
1937,"SELECT IsConverted,NumberOfEmployees FROM Lead ORDER BY LastName"
1938,SELECT Company FROM Lead GROUP BY Rating
1939,SELECT Country FROM User GROUP BY State
1940,"SELECT MiddleName,AccountId FROM User ORDER BY LastName DESC NULLS LAST"
1941,"SELECT Price,Quantity FROM Asset ORDER BY Price"
1942,"SELECT Id,MiddleName FROM Contact ORDER BY LeadSource"
1943,"SELECT Description,MobilePhone FROM Lead ORDER BY LastName NULLS LAST"
1944,"SELECT Id,Rating FROM Lead ORDER BY AnnualRevenue"
1945,"SELECT MobilePhone,Email FROM Lead"
1946,"SELECT AccountId,Type FROM Case ORDER BY ClosedDate"
1947,"SELECT AccountId,AccountId FROM User ORDER BY Department DESC NULLS LAST"
1948,"SELECT Description,LeadSource FROM Opportunity ORDER BY Amount DESC NULLS LAST"
1949,"SELECT Company,Name FROM Lead ORDER BY Rating DESC NULLS LAST"
1950,"SELECT MobilePhone,Country FROM Lead ORDER BY NumberOfEmployees"
1951,"SELECT NumberOfEmployees,BillingState FROM Account ORDER BY NumberOfEmployees NULLS LAST LIMIT 1"
1952,"SELECT IsPersonAccount,Email FROM Contact ORDER BY FirstName"
1953,"SELECT NumberOfEmployees,BillingCountry FROM Account GROUP BY BillingCity"
1954,"SELECT Probability,Probability FROM Opportunity ORDER BY Amount NULLS LAST"
1955,"SELECT BillingCity,Phone FROM Account ORDER BY NumberOfEmployees DESC"
1956,"SELECT NumberOfEmployees,Phone FROM Lead ORDER BY AnnualRevenue"
1957,SELECT FirstName FROM Contact GROUP BY Department
1958,"SELECT HasOpenActivity,Probability FROM Opportunity ORDER BY LeadSource"
1959,"SELECT Company,LastName FROM Lead GROUP BY Country"
1960,SELECT Business_Unit__c FROM User GROUP BY City
1961,"SELECT Id,Phone FROM Lead ORDER BY LastName"
1962,"SELECT Id,Department FROM Contact ORDER BY Name"
1963,"SELECT LeadSource,Phone FROM Contact ORDER BY LeadSource DESC NULLS LAST"
1964,SELECT Reason FROM Case
1965,"SELECT MiddleName,Email FROM Contact ORDER BY FirstName DESC"
1966,"SELECT IsClosed,StageName,IsClosed FROM Opportunity"
1967,"SELECT Country,MiddleName FROM Lead ORDER BY NumberOfEmployees NULLS LAST"
1968,"SELECT MiddleName,AccountId FROM User GROUP BY Business_Unit__c"
1969,"SELECT Name,Id FROM Contact ORDER BY LeadSource DESC NULLS LAST"
1970,"SELECT ContentType,Url FROM Document ORDER BY Name"
1971,"SELECT FirstName,Company FROM Lead ORDER BY LeadSource DESC NULLS LAST"
1972,"SELECT OwnerId,ShippingState FROM Order ORDER BY GrandTotalAmount DESC NULLS LAST"
1973,"SELECT IsPersonAccount,Email FROM Contact ORDER BY Name"
1974,"SELECT MobilePhone,Email FROM Lead GROUP BY Rating"
1975,"SELECT Id,State FROM Lead ORDER BY Rating"
1976,"SELECT State,MiddleName FROM Lead GROUP BY IsConverted"
1977,"SELECT OwnerId,Id FROM Order ORDER BY TotalAmount NULLS LAST"
1978,"SELECT Company,Id FROM Lead ORDER BY LeadSource DESC NULLS LAST"
1979,"SELECT Division,Email FROM User"
1980,SELECT MobilePhone FROM Lead GROUP BY City
1981,"SELECT BillingCity,BillingCity FROM Order ORDER BY Name"
1982,SELECT NumberOfEmployees FROM Lead GROUP BY Country
1983,"SELECT State,Country FROM Lead GROUP BY City"
1984,"SELECT ShippingCountry,Name FROM Order ORDER BY OrderedDate NULLS LAST"
1985,"SELECT Industry,BillingStreet FROM Account GROUP BY Type"
1986,"SELECT Name,TotalAmount FROM Order ORDER BY OrderedDate NULLS LAST"
1987,"SELECT Description,Status FROM Asset ORDER BY Price NULLS LAST"
1988,"SELECT FirstName,Name FROM Contact ORDER BY Name DESC NULLS LAST"
1989,"SELECT ShippingCity,BillingPhoneNumber FROM Order ORDER BY GrandTotalAmount DESC NULLS LAST"
1990,"SELECT Status,AccountId FROM Asset ORDER BY Name DESC"
1991,"SELECT LeadSource,HasOpenActivity FROM Opportunity ORDER BY Probability"
1992,"SELECT MobilePhone,Email FROM Lead ORDER BY NumberOfEmployees DESC"
1993,"SELECT Company,Id FROM Lead ORDER BY FirstName DESC"
1994,SELECT AssetLevel FROM Asset GROUP BY AssetLevel
1995,"SELECT MiddleName,Email FROM Contact ORDER BY Department NULLS LAST"
1996,"SELECT Company,MobilePhone FROM Lead GROUP BY Country"
1997,"SELECT LeadSource,Phone FROM Contact ORDER BY LeadSource DESC"
1998,"SELECT IsClosed,FiscalYear FROM Opportunity ORDER BY Amount DESC NULLS LAST"
1999,"SELECT BillingStreet,AccountNumber FROM Account ORDER BY AnnualRevenue NULLS LAST LIMIT 1"
2000,"SELECT Description,MobilePhone FROM Lead GROUP BY Country"
2001,"SELECT Description,MiddleName FROM Contact ORDER BY LeadSource DESC NULLS LAST"
2002,"SELECT State,IsConverted FROM Lead GROUP BY Rating"
2003,SELECT AnnualRevenue FROM Lead
2004,"SELECT LastName,CompanyName FROM User ORDER BY FirstName DESC"
2005,"SELECT BillingCity,BillingCity FROM Order"
2006,"SELECT BillingCity,Type FROM Order ORDER BY OrderedDate"
2007,"SELECT FirstName,Company FROM Lead GROUP BY State"
2008,"SELECT Comments,Status FROM Case GROUP BY Type"
2009,"SELECT Division,State FROM User ORDER BY Name NULLS LAST"
2010,"SELECT Phone,BillingPostalCode FROM Account ORDER BY AnnualRevenue"
2011,"SELECT BillingState,AccountId FROM Order ORDER BY Name NULLS LAST"
2012,"SELECT OwnerId,FiscalQuarter FROM Opportunity ORDER BY Name NULLS LAST"
2013,"SELECT Country,MiddleName FROM Lead ORDER BY Rating NULLS LAST"
2014,"SELECT Rating,FirstName FROM Lead GROUP BY City"
2015,"SELECT AccountId,ShippingCity FROM Order ORDER BY Name DESC NULLS LAST"
2016,"SELECT ShippingCountry,Name FROM Order ORDER BY TotalAmount DESC NULLS LAST"
2017,"SELECT ContactId,FiscalYear FROM Opportunity"
2018,"SELECT Status,ContactId FROM Asset ORDER BY Quantity NULLS LAST"
2019,"SELECT ClosedDate,Reason FROM Case ORDER BY ClosedDate"
2020,"SELECT Company,Name FROM Lead ORDER BY Name DESC"
2021,SELECT Status FROM Case GROUP BY Type
2022,"SELECT Comments,Origin,Comments FROM Case"
2023,"SELECT MiddleName,Email FROM Lead GROUP BY City"
2024,SELECT Name FROM User GROUP BY Country
2025,"SELECT BillingStreet,BillingStreet FROM Account ORDER BY Name"
2026,"SELECT Company,LastName FROM Lead"
2027,"SELECT State,IsConverted FROM Lead ORDER BY LeadSource"
2028,"SELECT Id,Id FROM Opportunity"
2029,"SELECT Name,BillingCity FROM Account ORDER BY AnnualRevenue DESC NULLS LAST"
2030,"SELECT LeadSource,IsClosed,LeadSource FROM Opportunity"
2031,"SELECT AboutMe,ManagerId FROM User GROUP BY Business_Unit__c"
2032,"SELECT Name,Id FROM Opportunity ORDER BY LeadSource DESC NULLS LAST"
2033,"SELECT Name,LeadSource FROM Opportunity ORDER BY Probability"
2034,SELECT State FROM User GROUP BY Department
2035,"SELECT FirstName,Rating FROM Lead ORDER BY NumberOfEmployees DESC NULLS LAST"
2036,"SELECT EmployeeNumber,FirstName FROM User ORDER BY Department DESC"
2037,"SELECT Quantity,AccountId FROM Asset ORDER BY Quantity DESC NULLS LAST LIMIT 1"
2038,"SELECT IsPersonAccount,Name FROM Contact ORDER BY LastName DESC"
2039,"SELECT Id,ManagerId FROM User ORDER BY Department DESC NULLS LAST"
2040,"SELECT Division,Email FROM User GROUP BY JobFamily__c"
2041,"SELECT Id,IsPersonAccount FROM Account ORDER BY Name DESC NULLS LAST"
2042,"SELECT CompanyName,JobProfile__c FROM User ORDER BY Department NULLS LAST"
2043,"SELECT Rating,MiddleName FROM Lead ORDER BY AnnualRevenue"
2044,"SELECT Id,Description FROM Asset ORDER BY Price DESC NULLS LAST"
2045,"SELECT EndDate,Name FROM Order ORDER BY TotalAmount DESC"
2046,"SELECT LastName,IsConverted FROM Lead"
2047,"SELECT ShippingCountry,Name FROM Order ORDER BY TotalAmount NULLS LAST"
2048,"SELECT Name,ContactId FROM Asset GROUP BY AssetLevel"
2049,"SELECT State,MiddleName FROM Lead"
2050,"SELECT IsPublic,Keywords FROM Document"
2051,"SELECT Description,ContactId FROM Asset ORDER BY Name DESC"
2052,"SELECT Company,LastName FROM Lead ORDER BY FirstName DESC NULLS LAST"
2053,"SELECT EndDate,Name FROM Order ORDER BY GrandTotalAmount DESC NULLS LAST LIMIT 1"
2054,"SELECT BillingCountry,BillingCity FROM Order ORDER BY GrandTotalAmount DESC NULLS LAST LIMIT 1"
2055,SELECT Business_Unit__c FROM User GROUP BY Department
2056,"SELECT FiscalQuarter,OwnerId FROM Opportunity ORDER BY Probability"
2057,"SELECT Type,Industry FROM Account ORDER BY AnnualRevenue DESC NULLS LAST LIMIT 1"
2058,"SELECT Probability,Probability FROM Opportunity ORDER BY Amount DESC NULLS LAST LIMIT 1"
2059,"SELECT State,MobilePhone FROM Lead ORDER BY AnnualRevenue NULLS LAST"
2060,"SELECT AccountId,ShippingCity FROM Order ORDER BY TotalAmount DESC NULLS LAST LIMIT 1"
2061,"SELECT Username,State FROM User ORDER BY Name DESC NULLS LAST"
2062,"SELECT OwnerId,BillingCity FROM Order ORDER BY TotalAmount DESC NULLS LAST LIMIT 1"
2063,"SELECT Name,ShippingCountry FROM Order GROUP BY BillingCountry"
2064,"SELECT AnnualRevenue,IsPersonAccount FROM Account GROUP BY Type"
2065,"SELECT Id,Company FROM Lead ORDER BY Rating DESC"
2066,"SELECT IsPersonAccount,BillingCity FROM Account ORDER BY NumberOfEmployees DESC"
2067,"SELECT Url,AuthorId FROM Document ORDER BY Name DESC"
2068,"SELECT Name,DeveloperName FROM Document ORDER BY Name NULLS LAST"
2069,"SELECT BillingStreet,Website FROM Account ORDER BY AnnualRevenue NULLS LAST LIMIT 1"
2070,"SELECT AccountId,Price FROM Asset ORDER BY Quantity NULLS LAST LIMIT 1"
2071,"SELECT AccountId,ShippingCity FROM Order GROUP BY BillingCity"
2072,"SELECT Company,State FROM Lead ORDER BY LastName DESC"
2073,"SELECT Id,AccountId FROM Asset ORDER BY Price DESC"
2074,"SELECT Email,UserType FROM User GROUP BY State"
2075,"SELECT Rating,FirstName FROM Lead ORDER BY AnnualRevenue NULLS LAST"
2076,"SELECT EmployeeNumber,FirstName FROM User GROUP BY Department"
2077,SELECT NumberOfEmployees FROM Lead GROUP BY Rating
2078,SELECT count(id) FROM Case GROUP BY Type
2079,"SELECT BillingCountry,AccountNumber FROM Account GROUP BY BillingState"
2080,"SELECT Description,LeadSource FROM Opportunity ORDER BY Probability DESC NULLS LAST LIMIT 1"
2081,"SELECT MiddleName,MobilePhone FROM Lead ORDER BY AnnualRevenue DESC NULLS LAST"
2082,"SELECT Company,Id FROM Lead ORDER BY NumberOfEmployees NULLS LAST LIMIT 1"
2083,"SELECT BillingStreet,AccountNumber FROM Account ORDER BY NumberOfEmployees NULLS LAST"
2084,"SELECT Company,State FROM Lead ORDER BY LeadSource NULLS LAST"
2085,"SELECT ShippingCountry,Name FROM Order ORDER BY Name DESC NULLS LAST"
2086,"SELECT BillingCountry,AccountId FROM Order GROUP BY BillingState"
2087,"SELECT Type,Name FROM Opportunity ORDER BY Probability DESC"
2088,"SELECT State,IsConverted FROM Lead ORDER BY Name NULLS LAST"
2089,SELECT Phone FROM Lead GROUP BY State
2090,"SELECT ShippingState,BillingCountry FROM Order ORDER BY TotalAmount DESC NULLS LAST"
2091,"SELECT Status,Description FROM Asset ORDER BY Quantity DESC"
2092,SELECT LeadSource FROM Opportunity GROUP BY Type
2093,"SELECT Name,Description FROM Asset ORDER BY Price DESC NULLS LAST LIMIT 1"
2094,"SELECT IsPersonAccount,LastName FROM Contact GROUP BY Department"
2095,"SELECT Quantity,AssetLevel FROM Asset ORDER BY Price DESC NULLS LAST LIMIT 1"
2096,"SELECT IsEscalated,Type FROM Case GROUP BY Type"
2097,"SELECT Country,MiddleName FROM Lead ORDER BY Name DESC"
2098,"SELECT Name,TotalAmount FROM Order ORDER BY GrandTotalAmount DESC"
2099,"SELECT BillingCity,BillingCity FROM Order ORDER BY GrandTotalAmount DESC NULLS LAST LIMIT 1"
2100,"SELECT LeadSource,LeadSource FROM Contact ORDER BY LastName"
2101,"SELECT EmployeeNumber,FirstName FROM User ORDER BY FirstName"
2102,"SELECT IsPersonAccount,Email FROM Contact ORDER BY LeadSource"
2103,"SELECT GrandTotalAmount,BillingState FROM Order ORDER BY Name"
2104,"SELECT MiddleName,Phone FROM Lead ORDER BY Rating DESC"
2105,"SELECT AccountNumber,Id,AccountNumber FROM Account"
2106,"SELECT Industry,Type,Industry FROM Account"
2107,"SELECT Name,TotalAmount FROM Order ORDER BY TotalAmount NULLS LAST LIMIT 1"
2108,"SELECT Description,Status,Description FROM Asset"
2109,"SELECT Id,IsPersonAccount FROM Contact ORDER BY Name NULLS LAST"
2110,SELECT CompanyName FROM User GROUP BY JobProfile__c
2111,"SELECT Company,Id FROM Lead ORDER BY Rating NULLS LAST"
2112,"SELECT State,IsConverted FROM Lead ORDER BY AnnualRevenue NULLS LAST LIMIT 1"
2113,"SELECT Description,AccountId FROM Order ORDER BY GrandTotalAmount DESC NULLS LAST"
2114,"SELECT FirstName,Email FROM User ORDER BY LastName"
2115,"SELECT Name,Id FROM Contact ORDER BY Name DESC NULLS LAST"
2116,"SELECT Description,AccountId FROM Order ORDER BY Name DESC"
2117,"SELECT Description,AssetLevel FROM Asset ORDER BY Quantity DESC NULLS LAST"
2118,SELECT Status FROM Order
2119,"SELECT State,MiddleName FROM Lead ORDER BY Name DESC NULLS LAST"
2120,"SELECT Phone,BillingPostalCode FROM Account ORDER BY Name DESC NULLS LAST"
2121,"SELECT OrderedDate,Id FROM Order ORDER BY GrandTotalAmount NULLS LAST"
2122,"SELECT CaseNumber,AccountId FROM Case GROUP BY Status"
2123,"SELECT MobilePhone,Country FROM Lead ORDER BY AnnualRevenue DESC"
2124,"SELECT Company,Name FROM Lead ORDER BY AnnualRevenue NULLS LAST"
2125,"SELECT Description,OwnerId FROM Order ORDER BY GrandTotalAmount NULLS LAST"
2126,"SELECT BillingCity,Description FROM Account ORDER BY NumberOfEmployees DESC NULLS LAST"
2127,"SELECT FirstName,Company FROM Lead ORDER BY FirstName"
